SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistName,Duration,KeySignature,Tempo,TimeSignature,Title,Year,SongHotness
2083,SODTJWJ12CF5F88321,290005,Jar of flies / Facelift / Dirt,ARSW5F51187FB4CFC9,Alice In Chains,261.77261,3,114.758,5,I Know Somethin (Bout You),1990,
2084,SOMDRBE12AB01813EA,420138,From Bam Bam To Cherry Oh! Baby,ARANIJI11F4C83EFD2,Toots & The Maytals,169.53424,4,163.748,7,Sweet & Dandy,1984,
2085,SOCGJEM12AB0185E26,405085,When I Grow Up,ARUYVDC12086C11D5C,Fever Ray,359.36608,0,122.934,4,When I Grow Up,2009,0.515963631
2086,SOGTRKA12A8C137D72,289146,Somos Gitanos,AR2UQQ51187B9AC816,Gipsy Kings,222.92853,7,118.056,4,Somos Gitanos,2001,0.523166108
2087,SOQMTGB12A6D4F5285,82925,Flor Silvestre,ARHFEBO11F50C4825A,Flor Silvestre,150.12526,9,109.518,4,Gaviota Traidora,0,
2088,SOQVDWT12AC468A52B,605707,Soul of a Free Man,ARXOUML1187FB48ACB,Patrick Lamb,290.37669,5,93.041,4,I Remember,2007,0.0
2089,SOPQEVH12A8C135713,199578,Texas Gold/Comin' Right At Ya,AR0CDSK1187FB52ED6,Asleep At The Wheel,254.58893,9,142.479,4,Let Me Go Home Whiskey,0,0.0
2090,SOHSENM12AB017FFF5,550937,Wound Creations,ARDDWUI1187FB379F7,Amoral,520.88118,7,141.746,5,The Last Round,2004,0.450762242
2091,SOAIQBP12AB01899F4,565234,Pick Your Battles,AROLDZG1187FB50AFB,Melvins,165.38077,7,115.007,1,You've Never Been Right - (Live In Boston_ MA 2008),2009,0.334706549
2092,SOWWLVP12A8C138BFB,95431,Cocked & Re-Loaded (Millenium Edition),ARHONG11187FB3B120,L.A. Guns,398.44526,1,150.3,4,Magdalaine,1989,0.64068403
2093,SOWTBHJ12AB0184F4D,639962,Everything,ARDKSWK1187B99092B,Stan,254.95465,5,119.965,4,Luv,0,
2094,SOYMCST12AB017E8AB,330070,The Holy Bible 1992-2002,ARWAPYC1187FB3FCAF,S.U.P,369.24036,4,78.601,5,Insanity,0,
2095,SOMBKBP12AC468D7E2,599298,Butthole Surfers  + PCPpep,ARPQ4Z01187FB3A736,Butthole Surfers,165.38077,9,108.251,1,Wichita Cathedral [live],0,0.494489518
2096,SOLTKCF12AB018600D,511959,San Cipriano,ARE73DO1187B9B9DDE,Los Brujos,36.54485,3,148.748,4,Si Yo Tuviera,0,0.215080319
2097,SONIHFO12CF5F87D6C,280736,Janis,ARS86AJ1187B9B4225,Janis Joplin,266.23955,4,80.455,4,Piece Of My Heart,1972,
2098,SOVKZLE12AB018A2F4,591200,Nordic Hotel,ARBQ5TQ1187B992B8A,Vivian,184.63302,2,140.08,4,Better,0,
2099,SOLKHLK12A8AE47A23,138026,9.0 Live,AR0KBXO1187B996460,Slipknot,397.24363,11,163.007,5,The Heretic Anthem (Live version) (Album Version),0,
2101,SOSMJQM12AC4686FC7,605532,Ikebana : Merzbow's Amlux Rebuilt_ Reused and Recycled,ARROUEA1187FB4AA0F,Atom,331.88526,6,108.069,3,Merzwaltz,0,0.0
2102,SOVJUCU12A8C138B3E,208882,Goodbye My Heart - Country,ARN6EWN1187B9A4600,Jimmy Wyble,181.96853,8,80.016,7,No More Blues,2005,0.266955186
2103,SOEMDLK12AB01860D9,464074,Online Exclusive: Demos & Rarities,AR08NXW1187B99526D,Die Symphony,231.67955,5,160.184,4,Ugly Like Me (Demo Version),0,
2104,SOHSILH12A58A7CA6B,152528,West Coast Diaries Vol.1-cass.,ARUUXNF1187B98FB36,Charlie Peacock,202.34404,4,118.155,4,Hot Night Downtown,1988,0.288481643
2105,SOOGMHS12AB017D84A,620938,Screamin' and Hollerin' The Blues,ARZMWNY1187B99EBF1,Paul Geremia,204.56444,0,116.318,1,Tootie Blues,2004,0.319565987
2106,SOKHJYT12A8C13731B,153305,Love To Tell Story-25 Hymns,AR4GP451187FB3F2BB,Andy Griffith,215.48363,7,102.402,3,The Old Rugged Cross (Medley)  (Love To Tell The Story Album Version),0,0.0
2107,SOFNSNQ12AB01833D2,653733,Positively Beale Street,ARUAKAN1187FB48204,Walter Trout,233.24689,7,166.411,4,Obstacles in My Way,1997,0.0
2108,SOYQGMA12A6D4FA935,225466,The Reality Chick,AR3RNXB1187B98F0B4,Monique Marvez,639.60771,1,121.075,5,No Bad Oral Sex / Dick Dessert,0,0.368413733
2109,SONOWJT12A81C23646,133041,When The Sun Comes Out,ARFZDSJ1187FB494AB,Dancecore Allstars,223.29424,5,95.298,3,When The Sun Comes Out,0,0.534127767
2110,SODKVWC12AF72A53CF,636998,Face Drop,AR9LJ9D1187FB4303D,Sean Kingston,184.58077,2,168.02,4,Face Drop,2009,0.917551963
2111,SOFUKSP12A8C1416DC,566576,Southern Blues Volume 2,ARE36MM1187B991E50,Blind Lemon Jefferson,165.35465,5,132.59,1,Gone Dead On You Blues,1972,
2112,SOBYREB12A8C13CF88,163506,Lover's Poem,AR9HNKW1187FB57EC6,Mei Chi Chiang,73.03791,10,150.933,3,Chagall(OS),0,
2113,SOQQIOF12A8AE47FD0,577165,Azur et Asmar,AR9ILJF1187B9B80ED,Gabriel Yared,118.83057,2,111.034,4,Les chasseurs d'esclaves,2006,0.0
2114,SOWDQHL12A6D4FAE8F,226246,Cuerpo A Cuerpo,ARRJFJ31187B9961EF,Sergio Dalma,279.24853,0,124.008,4,La Marca De Tus Labios,1995,0.0
2115,SOSHNFD12AB0188458,726295,Paid In Black Vol.2,ARK9W051187FB4B783,Zombina & The Skeletons,198.16444,9,120.848,3,Sea Of Heartbreak,0,0.270775999
2116,SORYSZW12AB0188A2A,572479,Popular Music Social Condition,ARMZJIZ1241B9CA2DB,The Jane Shermans,235.49342,2,140.143,4,Ammunition,2008,0.202216974
2117,SOJWCMG12A8AE46D46,234700,Whole Lot Of Leavin,ARDVZTE1187FB5A0A1,Bon Jovi,286.35383,1,134.293,4,I Love This Town,2007,
2118,SOFYDKI12A8C13F96E,244041,Musica Sacra Nella Napoli del '700,ARGAJDQ11F50C4EDDF,Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola,42.70975,6,48.942,3,Miserere: XII. Ne Projicias,0,
2119,SOTOIUP12AB0180CA0,559619,Goin' Mad Blues Vol. 6,ARUNYOW1187FB43F2A,Blind Boy Fuller,151.19628,10,87.899,4,Got To Find My Little Woman,2005,0.0
2120,SOACIFE12AB0187C9C,795397,Genuine,AR4L5ZC1187FB450A4,Bescenta,243.1473,6,126.631,4,So In Love,0,
2121,SOSLKBG12AB018D75E,714006,Fill It! - I Love the Fifties,AR0TZ7T1187B994E37,"Dave Baby"" Cortez",125.6224,0,185.559,4,The Happy Organ,1976,
2122,SOOUGMQ12A8AE472AC,179059,En Vogue ( Bonus Version),AR5IDI61187FB43E75,Bloomfield,277.39383,10,179.987,4,Quartier Latin,0,0.460484845
2123,SOLVYRN12AF72A9C09,765362,Close Calls With Brick Walls / Mother of Mankind,ARW2U4O1187FB4408B,Andrew W.K.,127.4771,2,161.874,1,Can You Dance With Me?,2006,0.604554485
2124,SOBCOMU12A8C1330B0,286891,Elf,ARH1LE01187B98D68D,John Debney,74.762,0,83.95,4,Buddy and Santa's Flight,2003,0.0
2125,SONDBYI12A6310D81C,309106,The 18th Letter,AR8B1WY1187FB38366,Rakim,79.93424,0,50.059,4,Outro,1997,0.621126117
2126,SOKEAOU12A6D4FB6B2,60341,Anthology,ARLDW2Y1187B9B544F,Tommy James And The Shondells,146.02404,0,133.312,1,Out Of The Blue,1989,0.641228738
2127,SOZYWLD12AB01859CE,808634,Let Me Be Free,ARIZCNG12802FDFC69,Coraleena Ellis,250.77506,11,88.015,1,Wide Awake In A Dream,0,0.0
2128,SONFVHA12A6D4F932F,55301,I Just Can't Help Myself,ARB29H41187B98F0EF,Terry Callier,258.19383,7,92.927,3,Satin Doll,2007,0.360370583
2129,SOFMCTW12A8C139DDA,331631,Further Down The Old Plank Road,AR0V36F1187FB366B1,The Chieftains,187.92444,7,210.957,4,The Raggle Taggle Gypsy,2003,0.518759898
2130,SOBRNCK12A8C13FB92,372022,Tales Of Mozambique,ARJO8W91187B9AB734,Count Ossie,234.9971,11,137.714,1,No Night In Zion - Original,1994,0.335920479
2131,SOAEJTI12A8C145051,317615,Shogun,ARJBWQI1187B9B17D1,Trivium,678.76526,11,140.112,4,Shogun [with fade_ for special edition],2008,0.49271364
2132,SOKRLXS12AB0183E51,489212,Last Vestiges of Honor,ARUUXNF1187B98FB36,Charlie Peacock,133.3024,1,137.158,4,The Quality of Life,0,0.0
2133,SOYIRYT12A6D4F9B3E,63881,My Left Foot,ARWZE8O1187B9B8480,Elmer Bernstein,231.67955,2,83.255,5,Drown The Dog!,0,
2134,SOEPZDK12A58A7C033,821380,Lovers Lounge Venue 2,AREUIRT11F4C8408E6,Peter Spence,277.41995,8,97.284,1,Baby I,0,0.0
2135,SORAXQJ12A8C1333AA,146411,Guiding Star (Naledi Ya Tsela),ARW1DZQ1187B9A18E0,Vusi Mahlasela,273.31873,2,137.942,4,Pata Pata,0,0.375984302
2136,SOUOJUC12AB017CF7E,489673,The Fabulous Eddie Cantor,ARSDSMG1187B98CB59,Eddie Cantor,168.88118,2,125.361,1,Charley_ My Boy,0,
2138,SOWOACC12AB0181FCC,508638,Nuestro Mexico,ARDPPNV11F4C842433,Marimba Alma De Chiapas De Juan Palacios,182.02077,10,147.597,1,Atotonilco,0,
2139,SOIPEKK12AB01805B4,485079,Fool Me Good,AR858UO1187FB437B4,Precious Bryant,164.8322,9,130.453,1,When The Saints Go Marching In,2002,0.265861049
2140,SOBQKWL12A8C14337F,316960,Town Topic EP,ARRJNTE1187FB44E12,Casiotone For The Painfully Alone,115.17342,0,125.663,1,Town Topic (Instrumental),2008,0.557187768
2141,SOWJDTP12AB018715D,345723,Reggae Hits Volume 23,ARHINI31187B995C1D,Singing Melody,179.93098,9,162.155,4,Player No More,0,
2142,SOUCLBZ12AB0182A5A,537210,Guitarscapes,AROMMO41187B99F8FF,Jeff Wahl,43.88526,1,243.195,4,Waterfall,2003,0.0
2143,SOGPMNP12AB0186B39,516641,The Official Bootleg Box Set,AROATPL1187FB48E12,UFO,310.41261,2,87.097,5,Out In The Street (Live In Cleveland_ Ohio),0,
2144,SOGVPUQ12AC468BCA8,688967,Kavalierstart,ARSIECN1257509EBB0,Kapelle Herrenweide,214.36036,2,109.293,1,Humppa,2009,
2145,SOXHLIO12AB0185C6F,814256,Sideways,ARFRKCM1187B99A041,Jamie Richards,202.91873,2,84.069,4,Easier By Now,0,0.234016446
2146,SOHWZOW12AB017EE95,536600,Marcelo Radulovich,AR2B8ON1187FB58456,Marcelo Radulovich,85.15873,0,88.648,3,Spirit and Machine,0,
2147,SONRQRW12AB01880EC,648437,"HarpGuitar Antonio Koudele Plays Evergreens"" Vol.1",ARBSAVH1241B9CA637,Antonio Koudele,175.90812,4,117.298,4,Track TAKE FIVE,0,
2148,SOEKMUY12AB018CB47,662608,End Of Days,ARH1LE01187B98D68D,John Debney,76.79955,10,91.249,4,Porcelain Man,1999,0.304169503
2149,SOZVXUQ12AB01832CC,505296,Harder Than The Rest,ARO6WZY1187FB3A86E,Sonic Subjunkies,327.73179,7,149.853,3,Turntable Terrorist,1995,0.340922756
2150,SOKEFDU12AB0187D54,589319,This Is Us,AR3JMC51187B9AE49D,Backstreet Boys,228.38812,6,122.988,4,PDA,2009,0.581987157
2151,SOFGBOY12AB018549F,559847,The Murderess Metal Road Show,AR8FMEN1187FB4A657,Lizzy Borden,371.19955,5,107.886,4,(Wake Up) Time to Die,1985,0.375984302
2152,SOQBKAT12A81C20661,132728,Red,ARZXYRK1187B99E432,John Stevens,245.44608,10,244.366,4,I Only Have Eyes For You (Album Version),2005,0.574882892
2153,SOUWPSC12A81C2193E,232971,The Turner Diaries,AR1DGSO1187FB59B15,Eddie Turner,278.30812,9,107.053,4,Jody,0,0.375984302
2154,SOQOPQU12A8C134960,197020,Porn Stars,ARP7DLV1187FB4EF07,Pretty Boy Floyd,179.48689,6,139.947,3,Dept. Of Youth,0,0.462768945
2155,SOVXRTG12AC468A7C2,781385,Jukin 4 the Haters Vol.2,ARCZ42S1187B98C0D7,DJ Slugo,287.55546,6,160.129,4,Where the Rats 3,0,
2156,SOETZNT12A8AE46467,185940,Beggar's Paradise,AR83XLX1187B991E33,Chris Rodriguez,209.52771,4,121.101,4,Turn Around (LP Version),0,
2157,SOILAOQ12AB01894C9,671794,KODALY: Dances of Galanta / Hary Janos Suite / Peacock Variations,ARTML781187B9AF080,Neeme Jarvi,194.48118,8,131.118,1,Hary Janos Suite : VI. A csaszari udvar bevonulasa (Entrance of the Emperor and his Court),0,
2158,SOSUVCW12A8C13580D,246583,Humid Teenage Mediocrity,ARN2C4X1187B9B363C,Jack Off Jill,149.36771,8,177.866,1,Horrible,1995,0.613652202
2159,SOIXENX12A8C134CE1,290001,Live,ARMSL551187FB3F4B0,K's Choice,207.56853,9,171.648,4,Another Year,2000,
2160,SOSPNDI12AB017F769,346407,Bares y Fondas,ARL3VGT1187FB40E8E,Los Fabulosos Cadillacs,187.0624,0,0.0,4,Noches Arabes,1986,0.43483809
2161,SOSLEEL12A8C130C5D,192746,INKARU,ARKKYQD11F4C83D170,NAZCA PERU,159.45098,4,147.734,1,Aurora,0,0.198596815
2162,SOOWFTN12AB0184778,709759,Unwant,ARHWRBR119B8669309,Hatesex,376.08444,1,126.955,4,Hatesex (Reborn),0,
2163,SOZUVDO12A6D4F7695,40409,Soul Legends,ARCT5P61187FB3D950,The Impressions,143.15057,7,116.122,4,Ridin' High,0,0.0
2164,SOEXIYD12A58A7D818,64358,FOR A TIME LIKE THIS,ARMTXSP1187B990581,Sheila Walsh,332.01587,7,88.012,4,Circle Of Hands (For A Time Like This Album Version),0,0.241115151
2165,SOFZNZA12A6D4F8B0D,47633,Greatest Hits: The A&M Years '87- '94,AR5LE4K1187FB4C3BE,John Hiatt,239.5424,9,181.355,4,Memphis In The Meantime,1987,0.608552821
2166,SOOCRIF12AB0181137,342581,Knowledge Is King,ARH0Z131187B9B69E9,Kool Moe Dee,219.76771,5,107.905,4,Knowledge Is King,1989,0.386790177
2167,SOAJEOO12A8C13A2FF,154404,Carlos Ponce,ARB5S4L1187FB4AD20,Carlos Ponce,269.97506,1,84.631,5,Decir Adios,1999,0.371458477
2168,SOPOHQT12A8C13AFD3,162535,Solomon plays Beethoven,AR323JD1187FB483D0,Solomon,150.88281,7,90.987,3,Piano Sonata No. 28 in A Op. 101 (1993 Digital Remaster): III.    Adagio_ ma non troppo,0,
2169,SOKHEON12A8C13EABE,225132,DownTemple Dub: Flames,ARWLJLY1187B9AD881,Desert Dwellers,406.17751,10,86.675,3,Pranafestation,2006,0.483891999
2170,SOFBETS12AB018BE24,681151,Osaka After Dark,AR9OTFC11C8A415220,D.A.D.,283.16689,2,148.856,4,Sleeping My Day Away [Live],0,0.313562114
2171,SOSAANW12A6D4F7BB8,23102,Morrocan Roll,ARDPTGD1187B9AD361,Brand X,95.76444,2,158.578,4,Collapsar,1977,
2172,SOGBUUF12AB018B87E,673805,Kids Sing Along Pac,ARTDQRC1187FB4EFD4,Black Eyed Peas,223.03302,6,107.199,4,Let's Get It Started,2004,
2173,SOQHTSH12AB01849EE,559955,Deal With The Devil,AR8FMEN1187FB4A657,Lizzy Borden,235.65016,10,115.418,4,There Will Be Blood Tonight,2000,0.511424326
2174,SOAVOLU12AB01817A3,652690,Something Old_ New_ Borrowed And Blue,ARXGICZ1187FB444DD,The Merry Macs,140.59057,3,118.096,4,Sentimental Journey,0,0.229144104
2175,SOIGYUY12A6D4F8A3F,495087,Classic,ARGS67J1187FB3FC1A,Righteous Brothers,188.55138,3,103.225,4,Harlem Shuffle,1999,0.0
2176,SORDHCR12A8C13EF5E,170871,Box Of Dub 2: Dubstep And Future Dub,AROJ4RQ1187FB50102,Pinch feat. Rudey Lee,260.30975,2,139.959,4,Step 2 It,0,0.444401715
2177,SODKPKO12A58A79DF7,399933,Casual,ARD7TVE1187B99BFB1,Casual,238.31465,4,85.652,1,I believe,0,0.265861049
2178,SOAFHVH12AAF3B11C8,358351,World Container,ARUHYH21187B98BA89,The Tragically Hip,219.89832,4,165.224,3,The Drop-Off,2006,0.471578248
2179,SOLXJZP12A8C1352AE,148791,Gentle Revolution,AREXX3T1187B989950,Scott Krippayne,244.87138,5,59.17,1,In The Name Of God (Gentle Revolution Album Version),0,0.0
2180,SOYIUPV12AF72AC56B,280410,HIStory - PAST_ PRESENT AND FUTURE - Book I,ARXPPEY1187FB51DF4,Michael Jackson,272.71791,10,111.132,4,Tabloid Junkie,1995,
2181,SOGKRNG12AB01862A3,509704,Adios Sui Generis Vol III,ARPNDSH1187B9B942F,Sui Generis,319.00689,9,109.305,5,Bubulina,1975,0.266955186
2182,SOETVON12AB0181732,758701,Immoment,ARPTHEV123E29C17B3,Flowin Immo et Les Freaqz,185.10322,4,51.714,4,Immonumental,2009,0.299877488
2183,SOEJCNS12A8C142BBE,524252,Try,AR3USQW1187FB4A90D,Bebo Norman,280.39791,1,144.022,4,Borrow Mine,2004,0.473346541
2184,SOYASGU12A6D4F89BE,29172,Solaris,ARKQ6QN1187B9B016D,Photek,157.3873,2,105.085,4,Under The Palms,2000,0.468997788
2185,SOFXDAO12A6D4FA140,225923,A Tu Vera,ARUK0W21187B995456,Isabel Pantoja,237.322,4,128.502,3,Limosna De Amores,1999,
2186,SOGCZSL12AB018572C,593775,Cheat the Gallows,ARNR58F1187FB52FA9,BigElf,225.59302,10,120.07,4,Superstar,2008,0.664542415
2187,SOCBMQQ12A8C14447A,379427,Sabor A Cuba,ARWGY6U1187B98B228,Orquesta Sublime,172.85179,7,208.737,3,Seis Perlas Cubanas,0,
2188,SOBXWEW12AB017FB9B,343601,La Vida Es Un Ratico En Vivo,ARYN2M61187B995BD6,Juanes,332.5122,11,196.106,4,Rebelion,0,0.304169503
2190,SOBBENR12A8C134234,199953,Mish Mash_ Le Blues European: Musique Slave Et Klezmer,AROI96Z1187B9A5304,Mish Mash,202.68363,9,126.785,4,Pish Tash,0,0.0
2191,SOMBCVV12A8C138D4B,153594,Hao Lai Hao Qu,AREDCT51187B9A6DA6,Alex Fong,191.97342,7,162.987,4,Hao Lai Hao Qu,0,
2192,SOGBUZX12AB0188569,705848,Nanga Parbat (Original Soundtrack),ARM4J201187B9B8B3B,Gustavo Santaolalla,95.58159,11,150.028,3,Moving Up,0,0.518759898
2193,SOGVYSA12A8AE47E6A,134775,Mountain Homecoming - Volume 1,ARNLOIO11F4C841019,Isaacs,194.01098,6,103.694,4,Did You Ever Go Sailin,0,
2194,SOBDCWG12A6D4F832E,28754,Mike & The Mechanics Hits,ARYGSFW1187FB519B1,Mike And The Mechanics,283.24526,5,97.882,4,Nobody's Perfect,1988,
2195,SOWSZAJ12A67020FFD,8759,I'm Gonna Be Dead Someday,ARKQN8X1187B99221C,Joe Rogan,356.362,4,83.99,3,Tigers Fucking (Spoken Word) (Album Version),2000,0.355285536
2196,SOOVHAY12A8C143418,428422,Am goldenen Rhein,ARHKQGH1187B9A4DB4,In Extremo,297.45587,2,110.133,1,Vollmond,2000,
2197,SOYWUIM12AB01851F1,546057,The Remix Collection,ARP72BU1187B99CD9A,Who Made Who,480.96608,4,137.924,4,This Train (Munk Edit),0,0.0
2198,SOVCOGQ12A58A7D0DE,578298,Signature Songs,ARLQ5EV1187FB4491D,Don Francisco,280.73751,7,103.584,7,Give Your Heart a Home,1991,0.445454525
2199,SOUHUZR12A8C13E7A6,117351,Gangsta For Life: The Symphony Of David Brooks,ARJ5FD21187FB43F12,Mavado,211.30404,7,125.348,3,Real McKoy Feat. Busy Signal,2007,0.478726288
2200,SOUOETK12A58A7B18D,513118,Groover's Paradise,AR25LGJ1187B9B2492,Doug Sahm Tex Mex Trip,307.51302,4,140.945,1,Catch Me In The Morning (Album Version),0,0.0
2201,SOXXBFW12A8C13D1E6,162141,Another Hostile Takeover,ARGYHUI1187B9AC2A5,Hanoi Rocks,240.66567,4,126.105,4,No Comprimise_ No Regrets,2005,0.327736683
2202,SOODQDR12AB0181456,435984,Encuentro De Charangas,ARWGY6U1187B98B228,Orquesta Sublime,185.75628,7,134.923,4,La Vida Eres,0,
2203,SOOUUAW12AB0187CFD,582786,Just House Vol.1,AR2WUJP1187B99364C,Nicola Fasano feat. Paula B.,220.31628,9,84.032,1,Missing,0,
2204,SOBFOYA12A6D4FB36C,60417,Grieg: Peer Gynt_ Piano Concerto & Songs,AREBSCJ1241B9C7BDF,Staatskapelle Dresden/Herbert Blomstedt,158.92853,7,100.005,4,Peer Gynt - Incidental Music (2004 Digital Remaster): 4.   In the Hall of the Mountain King,0,
2205,SOUXCFT12AB01846C9,470302,Sigue!,ARRSNAA11F50C49717,Ocho y Media,278.17751,9,62.78,5,A la Hora,0,0.212045405
2206,SOILOWM12AB018648D,505438,Live In Philadelphia,AR3TG3X1187FB4D577,Atari Teenage Riot,231.47057,11,114.037,4,Destroy 2000 Years Of Culture,1997,
2207,SORURGG12A8C13E8BF,307454,Tougher Than Leather,ARX9YIP1187B98A656,RUN-DMC,101.74649,1,96.686,4,Crack,1988,0.270775999
2208,SORUIOA12A8C13F7CE,116383,Freedom Band,ARDW74M1187B98DA34,Bill & Gloria Gaither,207.41179,3,40.27,1,Stand By Me (Freedom Band Album Version),0,0.250420324
2209,SOJMWFE12A8C139C13,262630,Standard Operating Procedure,AR2H1J41187FB5C640,Danny Elfman,98.84689,7,99.987,4,Birdies,0,
2210,SONFGZA12AB018643D,379517,Spanning A Lifetime,AR243ZT1187B9A98D2,Otis Spann,233.63873,5,115.38,3,Evil Ways,1989,0.680655631
2212,SOLLQVT12A81C208EF,555390,The Lonely Road,AR4MCB01187B98BF5C,Atman,268.22485,1,91.007,4,Distant Voices,2002,0.379523324
2213,SOAGUHP12A58A77F2C,338983,The Best Of The EMI Years,ARTHWIZ1187FB4258D,Frank Ifield,152.18893,6,101.335,4,Give Me Your Word,0,0.0
2214,SOFRPEI12A8C13407E,148254,Bis - Clara Nunes,AR0QL3J1187FB3748E,Clara Nunes,188.44689,10,104.709,4,Tudo E Ilusao (1997 Digital Remaster),0,
2215,SOGCJBR12AB0184C53,451334,Rustic,AR0B8CT1187B9B2CF3,Fyah Blaze,62.92853,1,121.407,5,Hurry Hurry Baby (Dj Edit),0,
2216,SOGOXVK12A6D4F91F9,34483,Solo,ARDE7I31187FB43352,Gonzalo Rubalcaba,206.00118,3,72.071,1,Improv #1,2006,
2217,SOUDIVN12AF72A07D7,591018,Team Leader,ARYF20K1187B9B76BD,George Lopez,261.51138,5,83.883,1,Kids In the Store,2003,
2218,SOKOYJZ12A8C13FB58,64782,Come Home With Me,ARMB95F1187B9B5B93,Cam'Ron / Juelz Santana,366.05342,2,110.57,3,Losing Weight Part 2,2002,0.474054831
2219,SOTJIBZ12A58A79560,725703,A New Hope,ARGXXNS1187FB4BAA4,Minipop,163.00363,2,160.051,4,Fingerprints,2007,0.673074435
2220,SOBLFTH12A6BD53D38,72104,Mikrokosmos,AREUYDJ1187B9BA040,Krystof,301.24363,0,105.157,3,Star,2004,0.413739836
2221,SOCXWVO12A58A7E7C6,280787,Original Album Classics,AR2BBHS1187FB4AE06,Jeff Beck Group,367.46404,0,159.415,1,Jody,1971,0.284327696
2222,SOJLTEX12AB0184688,573824,Katie Armiger,ARL62M311C8A4213F2,Katie Armiger,288.28689,4,155.926,4,Love Without Fear,0,0.0
2223,SOSRGHC12AB01869E0,758081,Celebrating 50 Years Of Del McCoury,AR7KA5V1187FB44E6B,The Del McCoury Band,161.95873,11,104.79,4,Rain Please Go Away,0,0.0
2224,SOOJFIH12A8C142FF5,225374,Extreme Channel Surfing,ARENLSD1241B9C71B9,Mack and Jamie,65.95873,6,76.125,1,Goofy Golf,0,
2225,SOAWLJU12AB017FF58,553504,Discobeatles,ART97VL1187FB3BD45,F4,279.32689,2,135.064,4,Get Back,0,
2226,SOWNMUN12AB0188EA9,809439,Levitation Gravitation,ARWV4FQ11C8A42ABCE,Dhamika,439.17016,0,66.691,5,Peace Prayer,0,
2227,SOOCHHF12AAFF4419A,618899,Tribute To Piaf,ARTYGL51187B98F9D3,K.T. Oslin,250.5922,9,192.027,4,The Legionnaire,0,
2228,SOFOYJY12A679D30E3,15931,On The Boards,ARPH0O91187B99706D,Taste,362.03057,9,161.529,1,On The Boards,1970,0.698708462
2229,SOUKYBX12AF72AB35E,514111,Everlasting Love,AR2O3B51187B98CD94,Cece Winans,248.99873,0,124.332,4,Life,1998,0.349166902
2230,SOQQXZF12AB01805D8,441532,Nothing But The Blues,AR1IY3B1187B98B384,Joanna Connor,174.602,7,86.475,3,Meditations,0,
2231,SOXAXWG12A81C20D97,132769,Street Tough,ARISHTQ1187FB3E6F0,Ben E. King,339.66975,4,208.338,4,You Made The Difference To My Life (LP Version),0,0.0
2232,SOXBXWO12AF72A719A,764874,Pressure Drop: The Definitive Collection,ARANIJI11F4C83EFD2,Toots & The Maytals,125.88363,5,115.75,4,She Will Never Let Me Down,1998,0.460963161
2233,SOHWREF12A58A7EC7F,258331,Happy Birthday Buck - A Texas Salute to Buck Owens,ARO08R311C8A414C15,The LeRoi Brothers,126.53669,4,121.666,4,Flash_ Crash and Thunder,0,
2234,SOQASQZ12A8C14213B,237875,Rad Jackson,ARI8GY11187B988DF4,Hemdale,166.68689,10,122.678,3,Pus-Filled Carcass,0,
2235,SODQLZO12A8C14308B,425551,Hot Tuna: Live,AREOGMA1187B9908EF,Hot Tuna,375.562,2,116.806,1,Death Don't Have No Mercy,1970,
2236,SOBFTUR12AB0184285,707594,Black Magic; All Mysteries Revealed,AR2AGLK1187B9AAAD0,Year Long Disaster,222.04036,9,166.025,4,Stranger In My Room,2010,0.650248724
2237,SOWTLWU12A6D4FC350,175301,Makassi,AR41B9G1187B990D63,Sam Fan Thomas,433.42322,7,135.458,4,Sabina,0,
2238,SOADNGK12AB017F955,384881,Blowin' In From Kansas City,AR6Y8JF1187B9BA1D5,Jimmy Witherspoon,191.9473,10,53.672,3,I'm Going Around In Circles,0,
2239,SOCBXDX12A8C13EE08,120595,Backline Volume 4,AR9OLFX1187B9A5762,Bob Wills,137.42975,0,86.197,4,Bubbles in My Beer,1991,
2240,SOVIPHT12A8C139E9B,104256,Sinverguenza,ARPAAPH1187FB3601B,Bacilos,229.32853,10,156.002,4,Sangre americana,2004,0.542898743
2241,SOQZQVN12A58A7B99D,499741,The Best of the Headfirst Years,ARGY96L1187FB410ED,Jimmy McGriff,272.09098,10,105.509,4,Hip Hug Her,0,0.0
2243,SOQONHY12AC468A056,599643,Open Up And Say...@<%_|^[!]: A Tigerbeat6 Compilation,ARVHJV91187B9B7C91,Terminal 11 feat. b.b0Nd,114.83383,1,127.355,4,In Place Of Love [edit],0,
2244,SOYUGSB12AB01865FA,470932,Las Vegas Number 1 Producer,ARGKWSI11F50C488CC,Smidi Beats,190.35383,3,139.167,4,Grin'in In Ya Face,0,
2245,SOYEJKC12A8C136E3D,212771,The Years,AR8J63I119B8668504,Red I Flight,259.29098,6,92.439,4,Of Myth And Men (Album Version),2008,0.358976526
2246,SOGLAIH12A8C13795D,208681,Rebirth,ARVD9M11187FB49291,Headhunter,284.9171,7,173.985,4,Are We Mindless?,0,0.0
2247,SOYFKLP12AB018C767,585277,Castrum Doloris,ARO4H5M1187FB4384D,Adrenaline,231.96689,0,146.879,4,Playing the Role of God,0,0.0
2248,SOZNGXX12AB018607B,341095,The Real Rock,ARNSTES1187FB4FC9B,Shinehead,227.34322,10,140.281,1,World Of The Video Game,0,0.0
